Date,Average Sentiment Score
7/5/14,0.039999999850988385
7/6/14,0.0
7/7/14,-0.07000000178813934
7/8/14,-0.04000000208616257
7/9/14,0.0
7/10/14,0.039999999850988385
7/11/14,-0.030000001192092896
7/12/14,-0.10000000149011612
7/13/14,0.030000001192092896
7/14/14,-0.04000000208616257
7/15/14,-0.08000000193715096
7/16/14,0.030000001192092896
7/17/14,0.04000000059604645
7/18/14,-0.030000001192092896
7/19/14,-0.030000000447034835
7/20/14,-0.020000000298023225
7/21/14,0.055555557211240135
7/22/14,0.020000001043081285
7/23/14,-0.060000001639127734
7/24/14,0.010000000894069671
7/25/14,-0.07000000253319741
7/26/14,0.0
7/27/14,-0.12000000327825547
7/28/14,-0.009999995678663253
7/29/14,-0.10999999940395355
7/30/14,0.010000000149011612
7/31/14,0.14000000506639482
8/1/14,0.1100000023841858
8/2/14,-0.08000000268220901
8/3/14,0.030000000447034835
8/4/14,-0.030000000447034835
8/5/14,-0.0900000013411045
8/6/14,0.040000001341104506
8/7/14,-0.020000001043081285
8/8/14,0.050000001676380634
8/9/14,0.10000000361885343
8/10/14,0.0
8/11/14,-0.05000000074505806
8/12/14,-0.08000000193715096
8/13/14,-0.04000000059604645
8/14/14,-0.060000001639127734
8/15/14,-0.030000001192092896
8/16/14,0.06000000089406967
8/17/14,0.0
8/18/14,-0.10000000223517418
8/19/14,-0.03333333465788099
8/20/14,0.020000001788139342
8/21/14,0.029999999701976775
8/22/14,0.030000001192092896
8/23/14,-0.05000000223517418
8/24/14,-0.04444444593456057
8/25/14,0.10000000447034836
8/26/14,0.022222224209043715
8/27/14,0.03333333465788099
8/28/14,0.030000000447034835
8/29/14,0.010000000149011612
8/30/14,-0.08888889186912113
8/31/14,-0.040000001341104506
9/1/14,-0.030000000447034835
9/2/14,0.08000000044703484
9/3/14,0.0
9/4/14,-0.08999999836087227
9/5/14,-0.030000000447034835
9/6/14,0.05555555638339785
9/7/14,0.0
9/8/14,0.04000000059604645
9/9/14,0.020000000298023225
9/10/14,-0.06000000014901161
9/11/14,-0.010000000149011612
9/12/14,0.060000001639127734
9/13/14,0.10000000149011612
9/14/14,0.1299999997019768
9/15/14,-0.022222224209043715
9/16/14,-0.010000001639127731
9/17/14,-0.09000000208616257
9/18/14,-0.020000000298023225
9/19/14,-0.010000002384185792
9/20/14,0.039999999850988385
9/21/14,0.039999999850988385
9/22/14,-0.06000000089406967
9/23/14,0.022222222553359136
9/24/14,-0.040000001341104506
9/25/14,-0.18000000044703485
9/26/14,0.07000000104308128
9/27/14,0.20000000298023224
9/28/14,0.0
9/29/14,-0.08888889186912113
9/30/14,0.11428571598870414
10/1/14,0.009999999403953552
10/2/14,-0.010000000894069671
10/3/14,-0.020000001043081285
10/4/14,-0.030000000447034835
10/5/14,0.0
10/6/14,0.0
10/7/14,0.04000000059604645
10/8/14,0.08000000193715096
10/9/14,0.0
10/10/14,0.020000000298023225
10/11/14,0.20000000298023224
10/12/14,-0.1100000023841858
10/13/14,-0.09000000357627869
10/14/14,-0.12000000327825547
10/15/14,-0.10000000074505806
10/16/14,-0.0900000013411045
10/17/14,-0.11000000312924385
10/18/14,-0.040000001341104506
10/19/14,-0.030000000447034835
10/20/14,-0.10999999791383744
10/21/14,0.020000001788139342
10/22/14,0.08000000193715096
10/23/14,-0.06000000014901161
10/24/14,0.03999999910593033
10/25/14,-0.09000000059604644
10/26/14,7.450580596923829e-10
10/27/14,-0.10000000149011612
10/28/14,-0.12000000327825547
10/29/14,-0.020000001043081285
10/30/14,-0.029999999701976775
10/31/14,-0.06000000089406967
11/1/14,0.020000002533197402
11/2/14,0.13333333366447025
11/3/14,0.07000000178813934
11/4/14,0.09000000208616257
11/5/14,-0.060000001639127734
11/6/14,-0.030000000447034835
11/7/14,-0.10000000231795841
11/8/14,-0.11000000163912774
11/9/14,-0.040000001341104506
11/10/14,-0.08000000193715096
11/11/14,0.02222222172551685
11/12/14,-0.05000000149011612
11/13/14,-0.030000000447034835
11/14/14,-0.10000000149011612
11/15/14,0.05000000074505806
11/16/14,0.10000000149011612
11/17/14,0.0
11/18/14,0.020000000298023225
11/19/14,0.05000000149011612
11/20/14,0.04000000059604645
11/21/14,-0.020000000298023225
11/22/14,-0.030000000447034835
11/23/14,0.030000001192092896
11/24/14,0.009999999403953552
11/25/14,-0.09000000283122063
11/26/14,-0.06000000014901161
11/27/14,0.05000000074505806
11/28/14,0.020000001043081285
11/29/14,0.05000000149011612
11/30/14,-0.07000000178813934
12/1/14,-0.07000000104308128
12/2/14,0.05000000074505806
12/3/14,-0.07000000104308128
12/4/14,-7.450580596923829e-10
12/5/14,-0.020000000298023225
12/6/14,-0.030000000447034835
12/7/14,0.060000001639127734
12/8/14,-0.0800000011920929
12/9/14,-0.030000000447034835
12/10/14,-0.07000000178813934
12/11/14,-0.030000001937150956
12/12/14,-0.0800000011920929
12/13/14,0.010000000894069671
12/14/14,-0.1000000037252903
12/15/14,-0.1300000011920929
12/16/14,0.010000000894069671
12/17/14,-0.09000000208616257
12/18/14,-0.020000001043081285
12/19/14,-0.030000000447034835
12/20/14,-0.12000000104308128
12/21/14,0.02222222089767456
12/22/14,0.030000000447034835
12/23/14,0.04000000059604645
12/24/14,0.010000000149011612
12/25/14,-0.05000000074505806
12/26/14,0.04000000059604645
12/27/14,0.011111111276679568
12/28/14,-0.07000000178813934
12/29/14,-0.12000000104308128
12/30/14,-0.10000000223517418
12/31/14,-0.07000000253319741
1/1/15,-0.05000000149011612
1/2/15,-0.05000000149011612
1/3/15,-0.08000000044703484
1/4/15,0.05
1/5/15,-0.0900000013411045
1/6/15,-0.10000000223517418
1/7/15,-0.04000000208616257
1/8/15,-0.030000001937150956
1/9/15,-0.10000000074505806
1/10/15,0.022222222553359136
1/11/15,-0.030000000447034835
1/12/15,-0.10000000223517418
1/13/15,-0.15000000223517418
1/14/15,-0.08000000193715096
1/15/15,-0.10000000149011612
1/16/15,-0.1100000023841858
1/17/15,-0.060000001639127734
1/18/15,0.011111111276679568
1/19/15,0.010000000894069671
1/20/15,-0.06000000014901161
1/21/15,-0.030000001192092896
1/22/15,-0.04000000059604645
1/23/15,-0.08000000193715096
1/24/15,-0.06000000089406967
1/25/15,-0.05000000074505806
1/26/15,-0.18000000342726707
1/27/15,0.020000000298023225
1/28/15,0.0
1/29/15,-0.09000000059604644
1/30/15,-7.450580596923829e-10
1/31/15,-0.07000000029802322
2/1/15,-0.11250000167638063
2/2/15,-0.06666666766007741
2/3/15,-0.06666666517655055
2/4/15,0.15555556118488312
2/5/15,-0.04000000059604645
2/6/15,-0.10000000149011612
2/7/15,0.011111111276679568
2/8/15,0.0
2/9/15,-0.12000000402331353
2/10/15,-0.14999999925494195
2/11/15,-0.1800000011920929
2/12/15,-0.05000000074505806
2/13/15,0.0
2/14/15,0.20000000298023224
2/15/15,-0.020000001043081285
2/16/15,-0.16999999880790712
2/17/15,-0.16000000163912773
2/18/15,-0.05000000149011612
2/19/15,0.07999999970197677
2/20/15,-0.07000000178813934
2/21/15,0.0
2/22/15,-0.15000000596046448
2/23/15,-0.09000000059604644
2/24/15,-0.010000000149011612
2/25/15,0.010000000149011612
2/26/15,0.040000001341104506
2/27/15,0.020000000298023225
2/28/15,0.04444444510671827
3/1/15,-0.010000000149011612
3/2/15,0.020000000298023225
3/3/15,-0.05000000149011612
3/4/15,-0.1500000037252903
3/5/15,-0.17000000178813934
3/6/15,-0.010000000149011612
3/7/15,-0.022222222553359136
3/8/15,0.019999996572732926
3/9/15,-0.0900000013411045
3/10/15,-0.040000001341104506
3/11/15,-0.01111111044883728
3/12/15,-0.0800000011920929
3/13/15,0.010000000894069671
3/14/15,0.0
3/15/15,-0.010000000149011612
3/16/15,0.09000000283122063
3/17/15,-0.07999999672174454
3/18/15,-0.06999999806284904
3/19/15,-0.019999996572732926
3/20/15,0.05000000298023224
3/21/15,0.010000000149011612
3/22/15,-0.019999999552965164
3/23/15,-0.030000000447034835
3/24/15,-0.09000000283122063
3/25/15,-0.05000000149011612
3/26/15,-0.11000000387430191
3/27/15,0.06000000089406967
3/28/15,-0.020000000298023225
3/29/15,-0.010000000894069671
3/30/15,-0.15
3/31/15,-0.019999999552965164
4/1/15,-0.20000000447034835
4/2/15,0.10000000223517418
4/3/15,0.03333333217435413
4/4/15,-0.1099999986588955
4/5/15,-0.07000000178813934
4/6/15,-0.010000000149011612
4/7/15,-0.1600000038743019
4/8/15,-0.05000000149011612
4/9/15,-0.030000001192092896
4/10/15,0.05000000074505806
4/11/15,-1.4901161193847657e-09
4/12/15,0.029999999701976775
4/13/15,-7.450580596923829e-10
4/14/15,0.09000000208616257
4/15/15,0.08000000193715096
4/16/15,0.1111111119389534
4/17/15,0.0
4/18/15,-0.08000000193715096
4/19/15,-7.450580596923829e-10
4/20/15,-0.05000000074505806
4/21/15,0.033333333002196416
4/22/15,7.450580596923829e-10
4/23/15,-0.06999999955296517
4/24/15,0.020000000298023225
4/25/15,0.010000000149011612
4/26/15,0.09000000283122063
4/27/15,0.06999999955296517
4/28/15,0.010000000149011612
4/29/15,0.04000000059604645
4/30/15,-0.040000001341104506
5/1/15,0.022222222553359136
5/2/15,0.10000000223517418
5/3/15,-0.010000000149011612
5/4/15,-0.010000000149011612
5/5/15,-0.04444444510671827
5/6/15,0.05000000149011612
5/7/15,-0.0900000013411045
5/8/15,0.029999999701976775
5/9/15,0.06666666766007741
5/10/15,-0.10000000298023223
5/11/15,0.16000000312924384
5/12/15,0.011111112104521858
5/13/15,0.10000000149011612
5/14/15,0.010000000894069671
5/15/15,-0.040000001341104506
5/16/15,0.07000000253319741
5/17/15,-0.06000000089406967
5/18/15,-0.04000000059604645
5/19/15,0.0
5/20/15,-0.06000000014901161
5/21/15,-0.08999999836087227
5/22/15,-0.030000001192092896
5/23/15,0.040000001341104506
5/24/15,0.04000000059604645
5/25/15,-0.08000000193715096
5/26/15,-0.03333333465788099
5/27/15,-0.13000000044703483
5/28/15,-0.009999999403953552
5/29/15,-0.03999999910593033
5/30/15,-0.020000001043081285
5/31/15,-0.030000001192092896
6/1/15,-0.1100000023841858
6/2/15,-0.019999999552965164
6/3/15,-0.010000001639127731
6/4/15,-0.11999999806284904
6/5/15,-0.14000000283122063
6/6/15,1.4901161193847657e-09
6/7/15,0.06000000238418579
6/8/15,-8.27842288547092e-10
6/9/15,-0.019999999552965164
6/10/15,-0.04000000059604645
6/11/15,-0.010000000149011612
6/12/15,0.010000000894069671
6/13/15,-0.019999999552965164
6/14/15,0.010000000149011612
6/15/15,-2.2351741790771484e-09
6/16/15,-0.0799999974668026
6/17/15,0.03999999910593033
6/18/15,0.0
6/19/15,-0.08000000342726707
6/20/15,0.0900000013411045
6/21/15,-0.10000000298023223
6/22/15,-0.10000000298023223
6/23/15,0.049999996274709704
6/24/15,-0.010000001639127731
6/25/15,-0.11000000312924385
6/26/15,0.04000000059604645
6/27/15,0.033333333002196416
6/28/15,0.0
6/29/15,7.450580596923829e-10
6/30/15,-0.040000001341104506
7/1/15,-0.0800000011920929
7/2/15,-0.15000000223517418
7/3/15,-0.12000000327825547
7/4/15,-0.030000000447034835
7/5/15,-0.011111112104521858
7/6/15,-0.16000000461935998
7/7/15,-0.019999999552965164
7/8/15,-0.040000001341104506
7/9/15,-0.040000001341104506
7/10/15,-0.030000000447034835
7/11/15,-0.009999998658895493
7/12/15,-0.1111111127667957
7/13/15,-0.17000000402331353
7/14/15,-0.029999999701976775
7/15/15,0.07000000104308128
7/16/15,-0.020000001043081285
7/17/15,-0.010000000894069671
7/18/15,0.010000000149011612
7/19/15,0.040000001341104506
7/20/15,-0.040000003576278684
7/21/15,-0.020000000298023225
7/22/15,-0.23000000640749932
7/23/15,-0.06000000089406967
7/24/15,-0.010000000894069671
7/25/15,-0.037500000558793545
7/26/15,-0.09000000208616257
7/27/15,-0.030000000447034835
7/28/15,-0.14000000283122063
7/29/15,7.450580596923829e-10
7/30/15,-0.06000000312924385
7/31/15,-0.09000000208616257
8/1/15,-0.20000000447034835
8/2/15,-0.15000000223517418
8/3/15,-0.13000000342726709
8/4/15,0.05000000149011612
8/5/15,-0.08000000193715096
8/6/15,-0.03999999910593033
8/7/15,0.010000000894069671
8/8/15,0.20000000794728598
8/9/15,-0.10000000298023223
8/10/15,-0.009999999403953552
8/11/15,-0.13000000268220901
8/12/15,0.07000000178813934
8/13/15,0.039999999850988385
8/14/15,-0.02222222172551685
8/15/15,0.1500000037252903
8/16/15,-0.13000000342726709
8/17/15,-0.06000000014901161
8/18/15,0.12000000104308128
8/19/15,-0.04999999776482582
8/20/15,-0.05555555638339785
8/21/15,0.009999998658895493
8/22/15,0.04999999850988388
8/23/15,0.0
8/24/15,-0.1333333369758394
8/25/15,-0.009999999403953552
8/26/15,0.010000000149011612
8/27/15,-0.05000000074505806
8/28/15,-1.4901161193847657e-09
8/29/15,0.04444444510671827
8/30/15,-0.020000000298023225
8/31/15,-0.10000000223517418
9/1/15,0.020000001788139342
9/2/15,-0.08000000044703484
9/3/15,-0.08000000268220901
9/4/15,-0.17000000253319741
9/5/15,0.037500000558793545
9/6/15,-0.05000000223517418
9/7/15,-0.020000001043081285
9/8/15,0.019999999552965164
9/9/15,-8.27842288547092e-10
9/10/15,-0.04000000059604645
9/11/15,-0.04444444593456057
9/12/15,0.033333333830038704
9/13/15,0.10000000149011612
9/14/15,-0.09000000059604644
9/15/15,-0.030000000447034835
9/16/15,-0.05
9/17/15,-0.07000000104308128
9/18/15,0.009999998658895493
9/19/15,-0.009999999403953552
9/20/15,-0.05000000074505806
9/21/15,-0.08000000193715096
9/22/15,-0.08999999836087227
9/23/15,-0.06000000238418579
9/24/15,-0.10999999791383744
9/25/15,-0.0900000013411045
9/26/15,-0.09000000283122063
9/27/15,1.655684577094184e-09
9/28/15,-0.010000000149011612
9/29/15,-0.04000000208616257
9/30/15,0.10000000223517418
10/1/15,-0.030000001192092896
10/2/15,0.0
10/3/15,0.044444446762402855
10/4/15,0.040000001341104506
10/5/15,-0.12222222487131755
10/6/15,0.010000000149011612
10/7/15,0.11000000312924385
10/8/15,0.0800000011920929
10/9/15,-0.10000000149011612
10/10/15,-0.030000000447034835
10/11/15,0.13000000342726709
10/12/15,0.07999999970197677
10/13/15,0.030000001192092896
10/14/15,0.010000000149011612
10/15/15,0.08888889269696341
10/16/15,-0.020000001043081285
10/17/15,0.019999999552965164
10/18/15,-0.019999997317790986
10/19/15,-0.040000001341104506
10/20/15,-0.030000001937150956
10/21/15,-0.09000000059604644
10/22/15,-0.1299999997019768
10/23/15,-0.0900000013411045
10/24/15,-0.07500000111758709
10/25/15,-0.030000000447034835
10/26/15,-0.13000000268220901
10/27/15,0.07000000104308128
10/28/15,0.07000000104308128
10/29/15,0.020000000298023225
10/30/15,-0.033333333830038704
10/31/15,-0.04000000208616257
11/1/15,0.11000000163912774
11/2/15,-0.07999999970197677
11/3/15,-7.450580596923829e-10
11/4/15,-0.05000000223517418
11/5/15,-0.06000000089406967
11/6/15,-0.04999999850988388
11/7/15,0.010000000149011612
11/8/15,0.030000000447034835
11/9/15,-0.060000001639127734
11/10/15,-0.029999999701976775
11/11/15,-0.14000000208616256
11/12/15,-0.029999999701976775
11/13/15,-0.07000000104308128
11/14/15,-8.27842288547092e-10
11/15/15,0.04000000059604645
11/16/15,-0.07000000104308128
11/17/15,-0.07000000029802322
11/18/15,0.13000000268220901
11/19/15,-0.029999998956918718
11/20/15,-0.030000001192092896
11/21/15,-1.4901161193847657e-09
11/22/15,0.07000000104308128
11/23/15,-0.12000000029802323
11/24/15,0.0900000013411045
11/25/15,2.2351741790771484e-09
11/26/15,0.020000000298023225
11/27/15,0.05000000074505806
11/28/15,0.0800000011920929
11/29/15,0.14000000208616256
11/30/15,0.009999999403953552
12/1/15,0.010000000149011612
12/2/15,0.011111109620994992
12/3/15,0.01111111044883728
12/4/15,-0.040000001341104506
12/5/15,0.1111111127667957
12/6/15,-0.009999998658895493
12/7/15,0.0
12/8/15,-0.1333333369758394
12/9/15,-0.11000000312924385
12/10/15,0.0
12/11/15,0.04000000208616257
12/12/15,-0.022222222553359136
12/13/15,0.020000000298023225
12/14/15,-0.055555557211240135
12/15/15,-0.055555557211240135
12/16/15,0.14000000208616256
12/17/15,0.14000000357627868
12/18/15,-0.022222224209043715
12/19/15,-0.040000001341104506
12/20/15,0.1875000037252903
12/21/15,0.009999999403953552
12/22/15,-7.450580596923829e-10
12/23/15,-0.010000000149011612
12/24/15,0.10000000074505806
12/25/15,0.2000000054637591
12/26/15,0.06000000014901161
12/27/15,0.10000000149011612
12/28/15,-0.020000000298023225
12/29/15,-0.04999999925494194
12/30/15,0.11000000163912774
12/31/15,-0.10000000149011612
1/1/16,0.1111111127667957
1/2/16,0.06250000093132257
1/3/16,0.12222222404347526
1/4/16,-0.07000000253319741
1/5/16,0.029999999701976775
1/6/16,0.030000000447034835
1/7/16,-0.060000001639127734
1/8/16,-0.0900000013411045
1/9/16,0.10000000149011612
1/10/16,-0.05000000074505806
1/11/16,-0.05
1/12/16,-0.010000000894069671
1/13/16,-0.039999999850988385
1/14/16,0.020000001788139342
1/15/16,-0.08000000193715096
1/16/16,-0.0900000013411045
1/17/16,0.04000000059604645
1/18/16,-0.1500000037252903
1/19/16,-0.010000000149011612
1/20/16,1.4901161193847657e-09
1/21/16,-0.06000000238418579
1/22/16,0.05000000074505806
1/23/16,0.10000000149011612
1/24/16,0.12000000178813934
1/25/16,0.020000001043081285
1/26/16,0.009999999403953552
1/27/16,-0.05000000074505806
1/28/16,0.10000000074505806
1/29/16,0.1600000023841858
1/30/16,0.07000000104308128
1/31/16,-0.04444444593456057
2/1/16,-0.10999999940395355
2/2/16,-0.14000000283122063
2/3/16,-0.022222224209043715
2/4/16,-0.010000000149011612
2/5/16,-0.13333333532015482
2/6/16,0.0900000013411045
2/7/16,0.01111111044883728
2/8/16,-0.1300000011920929
2/9/16,-0.022222222553359136
2/10/16,0.009999999403953552
2/11/16,-0.06000000089406967
2/12/16,0.019999999552965164
2/13/16,-0.04999999925494194
2/14/16,0.030000000447034835
2/15/16,0.010000000149011612
2/16/16,-0.19000000059604644
2/17/16,0.030000001192092896
2/18/16,-0.019999999552965164
2/19/16,0.07000000104308128
2/20/16,0.029999999701976775
2/21/16,0.05
2/22/16,0.07000000104308128
2/23/16,0.010000000149011612
2/24/16,-0.17000000253319741
2/25/16,-0.06000000089406967
2/26/16,-0.010000000894069671
2/27/16,0.019999999552965164
2/28/16,-0.029999995976686476
2/29/16,-0.06999999806284904
3/1/16,-0.09999999925494193
3/2/16,0.07000000178813934
3/3/16,-0.040000001341104506
3/4/16,-0.0900000013411045
3/5/16,-0.05000000223517418
3/6/16,0.05
3/7/16,0.020000000298023225
3/8/16,-0.04000000059604645
3/9/16,0.030000000447034835
3/10/16,0.07000000104308128
3/11/16,-0.060000001639127734
3/12/16,0.15000000298023225
3/13/16,-0.05000000149011612
3/14/16,-0.06000000387430191
3/15/16,-0.20000000521540642
3/16/16,0.07000000104308128
3/17/16,-0.040000001341104506
3/18/16,0.020000000298023225
3/19/16,0.030000000447034835
3/20/16,-0.17000000178813934
3/21/16,-0.022222224209043715
3/22/16,0.13000000342726709
3/23/16,-0.03333333217435413
3/24/16,-0.08000000193715096
3/25/16,0.060000001639127734
3/26/16,0.10000000223517418
3/27/16,0.010000000149011612
3/28/16,-0.05000000149011612
3/29/16,0.030000000447034835
3/30/16,0.019999999552965164
3/31/16,0.16000000312924384
4/1/16,0.010000000149011612
4/2/16,0.0
4/3/16,-0.020000001043081285
4/4/16,-0.11000000312924385
4/5/16,-0.06000000238418579
4/6/16,-0.05
4/7/16,-7.450580596923829e-10
4/8/16,-0.06000000387430191
4/9/16,0.08000000193715096
4/10/16,-0.11000000089406967
4/11/16,0.020000001043081285
4/12/16,-0.020000000298023225
4/13/16,0.05000000223517418
4/14/16,-0.06666666766007741
4/15/16,-0.010000000149011612
4/16/16,0.06000000089406967
4/17/16,0.18000000342726707
4/18/16,-0.08000000044703484
4/19/16,0.060000001639127734
4/20/16,0.06666666683223513
4/21/16,-0.030000000447034835
4/22/16,-0.009999997913837433
4/23/16,-0.040000001341104506
4/24/16,0.030000001192092896
4/25/16,-0.04999999776482582
4/26/16,-0.18000000417232515
4/27/16,-0.030000000447034835
4/28/16,-0.020000001043081285
4/29/16,0.009999999403953552
4/30/16,0.05555555555555555
5/1/16,0.04000000208616257
5/2/16,-0.030000001192092896
5/3/16,0.010000000149011612
5/4/16,-0.009999999403953552
5/5/16,-0.08000000193715096
5/6/16,0.028571428997176036
5/7/16,0.1600000038743019
5/8/16,0.019999999552965164
5/9/16,-0.030000000447034835
5/10/16,-0.010000000149011612
5/11/16,-0.08000000193715096
5/12/16,-0.01250000111758709
5/13/16,-0.13000000268220901
5/14/16,-0.022222222553359136
5/15/16,-0.12000000327825547
5/16/16,-0.011111111276679568
5/17/16,0.09999999983443154
5/18/16,0.030000000447034835
5/19/16,-0.03999999910593033
5/20/16,-0.1600000001490116
5/21/16,0.020000000298023225
5/22/16,0.030000000447034835
5/23/16,0.07000000029802322
5/24/16,-0.020000001043081285
5/25/16,-0.11000000163912774
5/26/16,-0.060000001639127734
5/27/16,-0.0900000013411045
5/28/16,-0.15000000223517418
5/29/16,0.06000000089406967
5/30/16,-0.05000000149011612
5/31/16,0.010000000149011612
6/1/16,-0.010000000149011612
6/2/16,-0.010000000894069671
6/3/16,0.010000000149011612
6/4/16,-0.060000001639127734
6/5/16,-0.12000000402331353
6/6/16,-0.1900000035762787
6/7/16,-0.030000002682209016
6/8/16,-0.06000000014901161
6/9/16,-0.05000000223517418
6/10/16,0.07777778059244156
6/11/16,-0.07777777645323011
6/12/16,-0.05000000074505806
6/13/16,-0.09000000283122063
6/14/16,-0.07000000104308128
6/15/16,-1.655684577094184e-09
6/16/16,-0.0800000011920929
6/17/16,-0.08000000193715096
6/18/16,-0.0800000011920929
6/19/16,0.04000000059604645
6/20/16,0.08000000044703484
6/21/16,-0.10000000149011612
6/22/16,0.029999998956918718
6/23/16,7.450580596923829e-10
6/24/16,-0.010000000894069671
6/25/16,-0.06000000014901161
6/26/16,0.07777777893675698
6/27/16,-0.08750000223517418
