Date,"Article[Sentiment,Magnitude]"
11/9/14,"[[0.20000000298023224, 7.400000095367432], [-0.10000000149011612, 6.5], [-0.10000000149011612, 17.600000381469727], [-0.10000000149011612, 7.400000095367432], [0.10000000149011612, 2.200000047683716], [0.0, 7.5], [0.0, 3.299999952316284], [-0.30000001192092896, 9.899999618530273], [-0.10000000149011612, 8.899999618530273], [0.0, 6.199999809265137]]"
11/10/14,"[[0.0, 3.799999952316284], [-0.20000000298023224, 2.9000000953674316], [-0.20000000298023224, 5.0], [-0.20000000298023224, 2.799999952316284], [0.0, 37.099998474121094], [-0.20000000298023224, 8.600000381469727], [0.20000000298023224, 37.70000076293945], [-0.30000001192092896, 4.099999904632568], [0.10000000149011612, 9.800000190734863], [0.0, 10.300000190734863]]"
11/11/14,"[[0.0, 8.399999618530273], [0.20000000298023224, 1.399999976158142], [0.20000000298023224, 15.5], [0.0, 3.9000000953674316], [-0.30000001192092896, 6.400000095367432], [-0.10000000149011612, 4.599999904632568], [0.0, 6.699999809265137], [0.0, 14.699999809265137], [0.20000000298023224, 5.599999904632568]]"
11/12/14,"[[-0.20000000298023224, 5.800000190734863], [-0.30000001192092896, 4.300000190734863], [0.0, 2.200000047683716], [0.10000000149011612, 8.199999809265137], [0.0, 3.799999952316284], [0.0, 6.099999904632568], [0.0, 2.0999999046325684], [0.0, 6.400000095367432], [0.0, 2.799999952316284], [-0.10000000149011612, 8.300000190734863]]"
11/13/14,"[[-0.20000000298023224, 2.4000000953674316], [0.0, 2.5999999046325684], [-0.20000000298023224, 2.700000047683716], [0.10000000149011612, 5.400000095367432], [0.0, 30.200000762939453], [-0.10000000149011612, 2.9000000953674316], [0.0, 53.70000076293945], [0.10000000149011612, 1.600000023841858], [0.0, 2.799999952316284], [0.0, 10.399999618530273]]"
11/14/14,"[[-0.20000000298023224, 4.0], [0.0, 1.7000000476837158], [-0.10000000149011612, 3.5], [0.0, 12.800000190734863], [-0.20000000298023224, 6.699999809265137], [-0.10000000149011612, 3.9000000953674316], [0.0, 5.699999809265137], [-0.4000000059604645, 5.800000190734863], [0.0, 4.300000190734863], [0.0, 10.600000381469727]]"
11/15/14,"[[0.10000000149011612, 4.900000095367432], [0.0, 0.20000000298023224]]"
11/16/14,"[[0.0, 10.800000190734863], [0.20000000298023224, 0.5]]"
11/17/14,"[[-0.30000001192092896, 5.300000190734863], [0.0, 0.20000000298023224], [0.0, 1.7000000476837158], [0.0, 2.9000000953674316], [0.30000001192092896, 20.600000381469727], [0.10000000149011612, 4.5], [0.10000000149011612, 3.0999999046325684], [0.0, 0.10000000149011612], [-0.20000000298023224, 36.0], [0.0, 3.9000000953674316]]"
11/18/14,"[[-0.10000000149011612, 1.899999976158142], [0.0, 4.699999809265137], [-0.10000000149011612, 6.599999904632568], [0.0, 5.0], [0.0, 17.200000762939453], [0.0, 18.200000762939453], [0.0, 18.899999618530273], [0.10000000149011612, 6.800000190734863], [0.20000000298023224, 4.300000190734863], [0.10000000149011612, 8.5]]"
11/19/14,"[[-0.20000000298023224, 3.4000000953674316], [0.20000000298023224, 7.199999809265137], [0.0, 1.899999976158142], [0.0, 5.099999904632568], [0.0, 2.5], [0.30000001192092896, 3.0], [0.0, 22.700000762939453], [0.20000000298023224, 3.700000047683716], [0.10000000149011612, 6.900000095367432], [-0.10000000149011612, 6.5]]"
11/20/14,"[[0.10000000149011612, 24.100000381469727], [-0.30000001192092896, 2.700000047683716], [0.0, 3.0], [0.30000001192092896, 4.5], [0.0, 3.4000000953674316], [0.4000000059604645, 3.299999952316284], [0.0, 11.899999618530273], [-0.10000000149011612, 8.800000190734863], [-0.10000000149011612, 11.699999809265137], [0.10000000149011612, 1.7999999523162842]]"
11/21/14,"[[0.10000000149011612, 4.800000190734863], [0.0, 4.099999904632568], [0.0, 16.100000381469727], [-0.10000000149011612, 2.0999999046325684], [-0.20000000298023224, 1.600000023841858], [0.10000000149011612, 11.899999618530273], [0.10000000149011612, 14.300000190734863], [0.10000000149011612, 6.300000190734863], [-0.10000000149011612, 5.199999809265137], [-0.20000000298023224, 4.099999904632568]]"
11/22/14,"[[0.0, 9.600000381469727], [0.0, 4.099999904632568], [0.0, 21.600000381469727], [-0.20000000298023224, 12.399999618530273], [0.10000000149011612, 5.900000095367432], [-0.10000000149011612, 18.399999618530273], [0.10000000149011612, 5.900000095367432], [0.0, 4.300000190734863], [0.0, 15.0], [-0.20000000298023224, 2.0999999046325684]]"
11/23/14,"[[-0.10000000149011612, 13.300000190734863], [-0.10000000149011612, 7.400000095367432], [-0.10000000149011612, 4.5], [0.30000001192092896, 7.099999904632568], [0.0, 4.300000190734863], [0.10000000149011612, 11.899999618530273], [0.10000000149011612, 22.700000762939453], [0.10000000149011612, 7.800000190734863], [0.20000000298023224, 7.5], [-0.20000000298023224, 9.800000190734863]]"
11/24/14,"[[0.0, 4.400000095367432], [0.20000000298023224, 4.900000095367432], [0.0, 0.0], [-0.20000000298023224, 2.0], [0.0, 2.700000047683716], [0.0, 2.799999952316284], [0.10000000149011612, 12.300000190734863], [-0.30000001192092896, 13.5], [0.20000000298023224, 8.0], [0.10000000149011612, 3.5999999046325684]]"
11/25/14,"[[-0.20000000298023224, 6.800000190734863], [-0.20000000298023224, 5.800000190734863], [-0.30000001192092896, 3.799999952316284], [-0.10000000149011612, 2.299999952316284], [0.0, 5.099999904632568], [-0.30000001192092896, 0.6000000238418579], [0.20000000298023224, 3.799999952316284], [0.0, 10.899999618530273], [0.0, 2.700000047683716], [0.0, 3.9000000953674316]]"
11/26/14,"[[0.0, 26.299999237060547], [-0.10000000149011612, 3.9000000953674316], [0.0, 17.399999618530273], [0.0, 2.200000047683716], [0.0, 13.100000381469727], [-0.5, 4.300000190734863], [0.10000000149011612, 12.600000381469727], [0.0, 4.599999904632568], [0.0, 2.0], [-0.10000000149011612, 5.599999904632568]]"
11/27/14,"[[0.20000000298023224, 17.200000762939453], [0.0, 5.5], [-0.10000000149011612, 15.899999618530273], [0.0, 5.199999809265137], [0.20000000298023224, 4.099999904632568], [0.4000000059604645, 7.099999904632568], [0.0, 11.199999809265137], [-0.20000000298023224, 14.300000190734863], [0.20000000298023224, 13.600000381469727], [-0.20000000298023224, 6.599999904632568]]"
11/28/14,"[[0.10000000149011612, 16.700000762939453], [0.20000000298023224, 4.0], [0.20000000298023224, 12.0], [0.0, 5.199999809265137], [-0.5, 2.5999999046325684], [0.10000000149011612, 7.900000095367432], [-0.10000000149011612, 26.100000381469727], [0.10000000149011612, 8.399999618530273], [0.20000000298023224, 6.5], [-0.10000000149011612, 6.599999904632568]]"
11/29/14,"[[0.20000000298023224, 15.600000381469727], [0.30000001192092896, 8.800000190734863], [0.0, 9.0], [0.0, 11.899999618530273], [0.0, 11.800000190734863], [0.0, 8.800000190734863], [0.20000000298023224, 7.5], [0.0, 4.800000190734863], [-0.10000000149011612, 5.300000190734863], [-0.10000000149011612, 12.100000381469727]]"
11/30/14,"[[-0.30000001192092896, 15.300000190734863], [0.20000000298023224, 19.299999237060547], [-0.20000000298023224, 7.900000095367432], [0.0, 11.699999809265137], [0.0, 6.699999809265137], [-0.10000000149011612, 4.5], [-0.10000000149011612, 0.20000000298023224], [0.0, 13.199999809265137], [-0.20000000298023224, 15.0], [0.0, 21.200000762939453]]"
12/1/14,"[[-0.20000000298023224, 3.9000000953674316], [0.30000001192092896, 7.599999904632568], [-0.20000000298023224, 4.5], [-0.10000000149011612, 2.299999952316284], [-0.20000000298023224, 1.5], [0.0, 2.0], [0.0, 5.800000190734863], [0.0, 7.699999809265137], [-0.30000001192092896, 3.4000000953674316], [0.0, 4.800000190734863]]"
12/2/14,"[[0.20000000298023224, 3.5999999046325684], [0.0, 1.5], [-0.10000000149011612, 2.0], [-0.20000000298023224, 4.0], [0.20000000298023224, 2.0], [0.20000000298023224, 3.0], [0.0, 2.200000047683716], [0.0, 0.0], [0.0, 2.700000047683716], [0.20000000298023224, 5.300000190734863]]"
12/3/14,"[[-0.10000000149011612, 1.899999976158142], [0.0, 2.799999952316284], [0.0, 4.599999904632568], [0.0, 6.5], [-0.10000000149011612, 2.9000000953674316], [0.0, 3.200000047683716], [0.0, 1.399999976158142], [0.0, 2.799999952316284], [-0.4000000059604645, 3.200000047683716], [-0.10000000149011612, 3.799999952316284]]"
12/4/14,"[[0.0, 3.4000000953674316], [0.0, 4.400000095367432], [-0.10000000149011612, 4.0], [0.4000000059604645, 9.199999809265137], [0.0, 4.099999904632568], [0.0, 3.299999952316284], [-0.30000001192092896, 4.400000095367432], [0.0, 3.700000047683716], [0.0, 6.599999904632568], [0.0, 9.199999809265137]]"
12/5/14,"[[0.0, 50.70000076293945], [-0.10000000149011612, 4.0], [0.0, 2.9000000953674316], [0.0, 1.5], [0.0, 7.699999809265137], [0.10000000149011612, 12.699999809265137], [0.0, 24.600000381469727], [-0.20000000298023224, 10.699999809265137], [0.0, 6.0], [0.0, 8.399999618530273]]"
12/6/14,"[[0.0, 20.799999237060547], [-0.10000000149011612, 11.399999618530273], [0.0, 12.699999809265137], [0.0, 15.199999809265137], [0.0, 3.5], [0.0, 5.099999904632568], [0.0, 7.400000095367432], [-0.20000000298023224, 9.600000381469727], [0.0, 4.300000190734863], [0.0, 6.599999904632568]]"
12/7/14,"[[0.10000000149011612, 6.0], [-0.10000000149011612, 8.300000190734863], [0.0, 4.300000190734863], [0.30000001192092896, 11.100000381469727], [0.0, 8.0], [-0.10000000149011612, 18.0], [0.20000000298023224, 16.200000762939453], [0.0, 14.5], [0.20000000298023224, 5.300000190734863], [0.0, 10.300000190734863]]"
12/8/14,"[[-0.20000000298023224, 7.0], [0.20000000298023224, 3.799999952316284], [0.0, 6.300000190734863], [0.0, 8.600000381469727], [-0.10000000149011612, 3.299999952316284], [-0.5, 1.600000023841858], [-0.10000000149011612, 5.900000095367432], [0.0, 4.400000095367432], [-0.30000001192092896, 14.699999809265137], [0.20000000298023224, 5.900000095367432]]"
12/9/14,"[[0.0, 12.800000190734863], [-0.20000000298023224, 17.399999618530273], [0.0, 1.7999999523162842], [0.0, 17.5], [-0.10000000149011612, 3.4000000953674316], [0.10000000149011612, 1.7999999523162842], [-0.20000000298023224, 4.699999809265137], [0.0, 11.5], [0.0, 6.5], [0.10000000149011612, 3.9000000953674316]]"
12/10/14,"[[0.0, 3.5], [-0.30000001192092896, 1.7000000476837158], [0.10000000149011612, 1.899999976158142], [0.0, 6.0], [-0.800000011920929, 5.599999904632568], [0.0, 22.600000381469727], [0.10000000149011612, 7.699999809265137], [0.20000000298023224, 5.400000095367432], [0.0, 3.700000047683716], [0.0, 6.199999809265137]]"
12/11/14,"[[0.0, 5.400000095367432], [0.0, 0.699999988079071], [-0.30000001192092896, 3.5999999046325684], [-0.30000001192092896, 6.300000190734863], [0.0, 1.7000000476837158], [-0.10000000149011612, 3.0999999046325684], [0.0, 2.4000000953674316], [0.0, 5.5], [0.20000000298023224, 7.599999904632568], [0.20000000298023224, 6.900000095367432]]"
12/12/14,"[[0.20000000298023224, 0.20000000298023224], [-0.30000001192092896, 8.0], [0.0, 11.600000381469727], [0.10000000149011612, 7.800000190734863], [-0.5, 4.699999809265137], [0.10000000149011612, 3.5], [0.20000000298023224, 16.700000762939453], [-0.4000000059604645, 2.5], [-0.10000000149011612, 4.699999809265137], [-0.10000000149011612, 5.900000095367432]]"
12/13/14,"[[0.0, 37.29999923706055], [0.20000000298023224, 18.0], [0.30000001192092896, 5.300000190734863], [0.0, 20.399999618530273], [0.10000000149011612, 3.299999952316284], [-0.10000000149011612, 17.200000762939453], [-0.10000000149011612, 5.0], [-0.20000000298023224, 7.400000095367432], [0.0, 44.20000076293945], [-0.10000000149011612, 10.600000381469727]]"
12/14/14,"[[-0.20000000298023224, 6.400000095367432], [-0.30000001192092896, 5.800000190734863], [0.0, 5.199999809265137], [0.0, 2.700000047683716], [0.0, 15.100000381469727], [0.10000000149011612, 6.800000190734863], [-0.6000000238418579, 3.700000047683716], [0.0, 14.0], [0.10000000149011612, 2.799999952316284], [-0.10000000149011612, 8.399999618530273]]"
12/15/14,"[[-0.10000000149011612, 3.799999952316284], [-0.10000000149011612, 9.399999618530273], [0.0, 3.9000000953674316], [-0.5, 7.0], [0.0, 7.5], [-0.10000000149011612, 6.5], [-0.10000000149011612, 28.399999618530273], [-0.4000000059604645, 8.699999809265137], [0.0, 4.099999904632568], [0.0, 11.800000190734863]]"
12/16/14,"[[0.0, 1.600000023841858], [0.0, 0.8999999761581421], [0.0, 5.099999904632568], [-0.10000000149011612, 9.100000381469727], [-0.20000000298023224, 2.700000047683716], [0.10000000149011612, 2.5999999046325684], [0.30000001192092896, 17.100000381469727], [0.0, 6.599999904632568], [0.0, 2.4000000953674316], [0.0, 2.0]]"
12/17/14,"[[-0.10000000149011612, 5.699999809265137], [-0.30000001192092896, 9.199999809265137], [-0.4000000059604645, 4.699999809265137], [0.20000000298023224, 2.700000047683716], [0.0, 4.599999904632568], [-0.20000000298023224, 15.899999618530273], [-0.10000000149011612, 13.899999618530273], [0.0, 10.100000381469727], [0.0, 2.4000000953674316], [0.0, 2.200000047683716]]"
12/18/14,"[[-0.30000001192092896, 1.2999999523162842], [0.0, 6.599999904632568], [0.0, 8.199999809265137], [0.30000001192092896, 13.600000381469727], [0.0, 4.599999904632568], [0.20000000298023224, 12.0], [0.0, 3.9000000953674316], [-0.10000000149011612, 1.2999999523162842], [-0.30000001192092896, 3.799999952316284], [0.0, 4.300000190734863]]"
12/19/14,"[[-0.20000000298023224, 0.6000000238418579], [-0.10000000149011612, 4.300000190734863], [0.0, 3.700000047683716], [-0.10000000149011612, 2.799999952316284], [0.0, 6.699999809265137], [0.10000000149011612, 12.699999809265137], [0.4000000059604645, 11.300000190734863], [-0.10000000149011612, 3.200000047683716], [0.10000000149011612, 3.299999952316284], [-0.4000000059604645, 8.600000381469727]]"
