Date,Articles,"Article[Sentiment,Magnitude]"
01/11/2017,"[[-0.10000000149011612, 1.100000023841858], [0.0, 1.7000000476837158], [-0.20000000298023224, 3.5], [-0.10000000149011612, 12.300000190734863], [0.0, 16.5], [-0.20000000298023224, 4.199999809265137], [0.20000000298023224, 2.5], [0.0, 4.800000190734863], [0.0, 1.5], [0.0, 4.099999904632568]]","[[-0.10000000149011612, 1.100000023841858], [0.0, 1.7000000476837158], [-0.20000000298023224, 3.5], [-0.10000000149011612, 12.300000190734863], [0.0, 16.5], [-0.20000000298023224, 4.199999809265137], [0.20000000298023224, 2.5], [0.0, 4.800000190734863], [0.0, 1.5], [0.0, 4.099999904632568]]"
01/12/2017,"[[-0.20000000298023224, 3.9000000953674316], [-0.10000000149011612, 3.4000000953674316], [0.0, 4.199999809265137], [0.0, 6.699999809265137], [-0.10000000149011612, 9.399999618530273], [-0.6000000238418579, 5.099999904632568], [0.0, 7.900000095367432], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 2.9000000953674316], [0.0, 6.300000190734863]]","[[-0.20000000298023224, 3.9000000953674316], [-0.10000000149011612, 3.4000000953674316], [0.0, 4.199999809265137], [0.0, 6.699999809265137], [-0.10000000149011612, 9.399999618530273], [-0.6000000238418579, 5.099999904632568], [0.0, 7.900000095367432], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 2.9000000953674316], [0.0, 6.300000190734863]]"
01/13/2017,"[[-0.20000000298023224, 4.099999904632568], [-0.4000000059604645, 7.099999904632568], [-0.30000001192092896, 2.299999952316284], [0.20000000298023224, 3.0999999046325684], [-0.10000000149011612, 4.900000095367432], [0.0, 7.099999904632568], [0.0, 6.5], [0.4000000059604645, 12.600000381469727], [0.0, 6.199999809265137], [0.0, 13.199999809265137]]","[[-0.20000000298023224, 4.099999904632568], [-0.4000000059604645, 7.099999904632568], [-0.30000001192092896, 2.299999952316284], [0.20000000298023224, 3.0999999046325684], [-0.10000000149011612, 4.900000095367432], [0.0, 7.099999904632568], [0.0, 6.5], [0.4000000059604645, 12.600000381469727], [0.0, 6.199999809265137], [0.0, 13.199999809265137]]"
01/14/2017,"[[0.0, 4.199999809265137], [0.0, 5.300000190734863], [0.0, 3.4000000953674316], [-0.4000000059604645, 6.699999809265137], [-0.5, 5.099999904632568], [0.0, 7.099999904632568], [0.0, 22.200000762939453], [-0.20000000298023224, 4.400000095367432], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 10.100000381469727]]","[[0.0, 4.199999809265137], [0.0, 5.300000190734863], [0.0, 3.4000000953674316], [-0.4000000059604645, 6.699999809265137], [-0.5, 5.099999904632568], [0.0, 7.099999904632568], [0.0, 22.200000762939453], [-0.20000000298023224, 4.400000095367432], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 10.100000381469727]]"
01/15/2017,"[[0.0, 14.5], [0.10000000149011612, 7.0], [0.4000000059604645, 0.8999999761581421], [0.0, 4.0], [0.10000000149011612, 3.299999952316284], [0.10000000149011612, 3.5], [-0.30000001192092896, 18.799999237060547], [0.10000000149011612, 2.4000000953674316], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 2.0999999046325684]]","[[0.0, 14.5], [0.10000000149011612, 7.0], [0.4000000059604645, 0.8999999761581421], [0.0, 4.0], [0.10000000149011612, 3.299999952316284], [0.10000000149011612, 3.5], [-0.30000001192092896, 18.799999237060547], [0.10000000149011612, 2.4000000953674316], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 2.0999999046325684]]"
01/16/2017,"[[-0.20000000298023224, 9.5], [-0.30000001192092896, 2.0999999046325684], [-0.20000000298023224, 2.200000047683716], [0.20000000298023224, 1.2000000476837158], [-0.10000000149011612, 2.299999952316284], [0.0, 7.199999809265137], [-0.30000001192092896, 2.5], [0.10000000149011612, 5.800000190734863], [-0.30000001192092896, 8.800000190734863], [0.0, 1.7000000476837158]]","[[-0.20000000298023224, 9.5], [-0.30000001192092896, 2.0999999046325684], [-0.20000000298023224, 2.200000047683716], [0.20000000298023224, 1.2000000476837158], [-0.10000000149011612, 2.299999952316284], [0.0, 7.199999809265137], [-0.30000001192092896, 2.5], [0.10000000149011612, 5.800000190734863], [-0.30000001192092896, 8.800000190734863], [0.0, 1.7000000476837158]]"
01/17/2017,"[[-0.30000001192092896, 3.0], [-0.5, 2.0], [-0.30000001192092896, 4.699999809265137], [0.0, 0.699999988079071], [-0.10000000149011612, 3.0999999046325684], [0.0, 1.399999976158142], [0.10000000149011612, 13.399999618530273], [-0.10000000149011612, 9.699999809265137], [-0.10000000149011612, 1.5], [0.0, 7.5]]","[[-0.30000001192092896, 3.0], [-0.5, 2.0], [-0.30000001192092896, 4.699999809265137], [0.0, 0.699999988079071], [-0.10000000149011612, 3.0999999046325684], [0.0, 1.399999976158142], [0.10000000149011612, 13.399999618530273], [-0.10000000149011612, 9.699999809265137], [-0.10000000149011612, 1.5], [0.0, 7.5]]"
01/18/2017,"[[-0.10000000149011612, 1.7000000476837158], [0.0, 8.300000190734863], [0.0, 2.5], [-0.10000000149011612, 4.5], [-0.4000000059604645, 1.899999976158142], [-0.800000011920929, 1.600000023841858], [0.0, 2.0], [0.0, 9.399999618530273], [-0.4000000059604645, 3.5999999046325684], [-0.20000000298023224, 6.599999904632568]]","[[-0.10000000149011612, 1.7000000476837158], [0.0, 8.300000190734863], [0.0, 2.5], [-0.10000000149011612, 4.5], [-0.4000000059604645, 1.899999976158142], [-0.800000011920929, 1.600000023841858], [0.0, 2.0], [0.0, 9.399999618530273], [-0.4000000059604645, 3.5999999046325684], [-0.20000000298023224, 6.599999904632568]]"
01/19/2017,"[[-0.5, 4.099999904632568], [-0.4000000059604645, 6.300000190734863], [0.10000000149011612, 4.800000190734863], [0.10000000149011612, 3.4000000953674316], [0.4000000059604645, 0.8999999761581421], [0.0, 10.899999618530273], [-0.800000011920929, 1.600000023841858], [0.0, 5.0], [-0.5, 5.699999809265137], [-0.20000000298023224, 1.2000000476837158]]","[[-0.5, 4.099999904632568], [-0.4000000059604645, 6.300000190734863], [0.10000000149011612, 4.800000190734863], [0.10000000149011612, 3.4000000953674316], [0.4000000059604645, 0.8999999761581421], [0.0, 10.899999618530273], [-0.800000011920929, 1.600000023841858], [0.0, 5.0], [-0.5, 5.699999809265137], [-0.20000000298023224, 1.2000000476837158]]"
01/20/2017,"[[-0.20000000298023224, 3.5], [0.0, 0.699999988079071], [0.0, 21.299999237060547], [0.4000000059604645, 5.0], [0.0, 5.5], [-0.10000000149011612, 4.599999904632568], [-0.20000000298023224, 3.4000000953674316], [-0.20000000298023224, 6.300000190734863], [0.0, 3.0], [0.0, 3.0]]","[[-0.20000000298023224, 3.5], [0.0, 0.699999988079071], [0.0, 21.299999237060547], [0.4000000059604645, 5.0], [0.0, 5.5], [-0.10000000149011612, 4.599999904632568], [-0.20000000298023224, 3.4000000953674316], [-0.20000000298023224, 6.300000190734863], [0.0, 3.0], [0.0, 3.0]]"
01/21/2017,"[[0.10000000149011612, 1.600000023841858], [0.0, 12.399999618530273], [-0.10000000149011612, 12.5], [0.20000000298023224, 6.0], [0.0, 2.5], [0.0, 5.599999904632568], [0.10000000149011612, 2.5], [0.20000000298023224, 0.800000011920929], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 2.299999952316284]]","[[0.10000000149011612, 1.600000023841858], [0.0, 12.399999618530273], [-0.10000000149011612, 12.5], [0.20000000298023224, 6.0], [0.0, 2.5], [0.0, 5.599999904632568], [0.10000000149011612, 2.5], [0.20000000298023224, 0.800000011920929], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 2.299999952316284]]"
01/22/2017,"[[-0.30000001192092896, 1.0], [0.0, 4.099999904632568], [0.20000000298023224, 2.700000047683716], [0.4000000059604645, 0.8999999761581421], [0.20000000298023224, 8.0], [0.0, 4.0], [0.0, 4.699999809265137], [-0.4000000059604645, 12.300000190734863], [0.0, 4.300000190734863], [-0.10000000149011612, 4.300000190734863]]","[[-0.30000001192092896, 1.0], [0.0, 4.099999904632568], [0.20000000298023224, 2.700000047683716], [0.4000000059604645, 0.8999999761581421], [0.20000000298023224, 8.0], [0.0, 4.0], [0.0, 4.699999809265137], [-0.4000000059604645, 12.300000190734863], [0.0, 4.300000190734863], [-0.10000000149011612, 4.300000190734863]]"
01/23/2017,"[[-0.10000000149011612, 1.2999999523162842], [0.10000000149011612, 12.5], [0.0, 8.300000190734863], [-0.30000001192092896, 2.5], [0.5, 1.100000023841858], [0.10000000149011612, 1.0], [-0.10000000149011612, 4.099999904632568], [0.0, 12.100000381469727], [-0.30000001192092896, 8.800000190734863], [0.0, 14.800000190734863]]","[[-0.10000000149011612, 1.2999999523162842], [0.10000000149011612, 12.5], [0.0, 8.300000190734863], [-0.30000001192092896, 2.5], [0.5, 1.100000023841858], [0.10000000149011612, 1.0], [-0.10000000149011612, 4.099999904632568], [0.0, 12.100000381469727], [-0.30000001192092896, 8.800000190734863], [0.0, 14.800000190734863]]"
01/24/2017,"[[-0.20000000298023224, 3.5], [0.0, 6.300000190734863], [0.10000000149011612, 2.5], [0.0, 4.599999904632568], [-0.30000001192092896, 7.599999904632568], [0.10000000149011612, 5.099999904632568], [-0.30000001192092896, 21.899999618530273], [0.10000000149011612, 5.400000095367432], [-0.10000000149011612, 3.4000000953674316], [-0.20000000298023224, 5.900000095367432]]","[[-0.20000000298023224, 3.5], [0.0, 6.300000190734863], [0.10000000149011612, 2.5], [0.0, 4.599999904632568], [-0.30000001192092896, 7.599999904632568], [0.10000000149011612, 5.099999904632568], [-0.30000001192092896, 21.899999618530273], [0.10000000149011612, 5.400000095367432], [-0.10000000149011612, 3.4000000953674316], [-0.20000000298023224, 5.900000095367432]]"
